-180	59
-179	59
-178	59
-177	59
-176	59
-175	59
-174	59
-173	59
-172	59
-171	59
-170	59
-169	59
-168	59
-167	59
-166	59
-165	59
-164	59
-163	59
-162	59
-161	59
-160	59
-159	59
-158	59
-157	59
-156	59
-155	59
-154	59
-153	59
-152	59
-151	59
-150	59
-149	59
-148	59
-147	59
-146	59
-145	59
-144	59
-143	59
-142	59
-141	59
-140	59
-139	59
-138	59
-137	59
-136	59
-135	59
-134	59
-133	59
-132	59
-131	59
-130	59
-129	59
-128	59
-127	59
-126	59
-125	59
-124	59
-123	59
-122	59
-121	59
-120	162
-119	162
-118	162
-117	162
-116	162
-115	162
-114	162
-113	162
-112	162
-111	162
-110	162
-109	162
-108	162
-107	162
-106	162
-105	162
-104	310
-103	310
-102	310
-101	310
-100	310
-99	452
-98	452
-97	577
-96	577
-95	683
-94	851
-93	958
-92	985
-91	985
-90	985
-89	985
-88	985
-87	983
-86	982
-85	975
-84	967
-83	967
-82	985
-81	996
-80	996
-79	998
-78	998
-77	1007
-76	1008
-75	1043
-74	1066
-73	1097
-72	1131
-71	1158
-70	1182
-69	1216
-68	1227
-67	1246
-66	1273
-65	1282
-64	1339
-63	1355
-62	1393
-61	1421
-60	1491
-59	1518
-58	1565
-57	1598
-56	1662
-55	1700
-54	1761
-53	1810
-52	1876
-51	1960
-50	2043
-49	2107
-48	2196
-47	2282
-46	2376
-45	2511
-44	2637
-43	2773
-42	2956
-41	3098
-40	3333
-39	3593
-38	3852
-37	4195
-36	4567
-35	5067
-34	5673
-33	6513
-32	7619
-31	9306
-30	12676
-29	17371
-28	22373
-27	27098
-26	31584
-25	36036
-24	40363
-23	44369
-22	48451
-21	52745
-20	57179
-19	62073
-18	67628
-17	72267
-16	66486
-15	60373
-14	55090
-13	50387
-12	46479
-11	42514
-10	38308
-9	34120
-8	29622
-7	25042
-6	20462
-5	15585
-4	10363
-3	6740
-2	5142
-1	4224
0	3568
1	3126
2	2677
3	2465
4	2270
5	2082
6	1861
7	1704
8	1599
9	1538
10	1448
11	1372
12	1293
13	1235
14	1160
15	1091
16	1069
17	1034
18	998
19	942
20	943
21	898
22	887
23	835
24	823
25	792
26	763
27	745
28	732
29	736
30	736
31	662
32	668
33	668
34	650
35	631
36	611
37	599
38	579
39	562
40	562
41	554
42	569
43	569
44	549
45	531
46	533
47	551
48	551
49	499
50	500
51	500
52	498
53	498
54	498
55	480
56	480
57	473
58	473
59	473
60	473
61	344
62	319
63	319
64	319
65	299
66	295
67	278
68	239
69	220
70	220
71	220
72	220
73	192
74	192
75	192
76	115
77	115
78	115
79	115
80	115
81	80
82	80
83	71
84	71
85	71
86	71
87	71
88	71
89	71
90	71
91	71
92	71
93	71
94	71
95	71
96	71
97	71
98	71
99	71
100	71
101	71
102	71
103	71
104	71
105	71
106	71
107	71
108	71
109	71
110	71
111	71
112	71
113	71
114	71
115	71
116	71
117	71
118	71
119	71
120	71
121	59
122	59
123	59
124	59
125	59
126	59
127	59
128	59
129	59
130	59
131	59
132	59
133	59
134	59
135	59
136	59
137	59
138	59
139	59
140	59
141	59
142	59
143	59
144	59
145	59
146	59
147	59
148	59
149	59
150	59
151	59
152	59
153	59
154	59
155	59
156	59
157	59
158	59
159	59
160	59
161	59
162	59
163	59
164	59
165	59
166	59
167	59
168	59
169	59
170	59
171	59
172	59
173	59
174	59
175	59
176	59
177	59
178	59
179	59
