-180	164
-179	164
-178	164
-177	164
-176	164
-175	164
-174	164
-173	164
-172	164
-171	164
-170	164
-169	164
-168	164
-167	164
-166	164
-165	164
-164	164
-163	164
-162	164
-161	164
-160	164
-159	164
-158	164
-157	164
-156	164
-155	164
-154	164
-153	164
-152	164
-151	164
-150	164
-149	164
-148	164
-147	164
-146	164
-145	164
-144	164
-143	164
-142	164
-141	164
-140	164
-139	164
-138	164
-137	164
-136	164
-135	164
-134	164
-133	164
-132	164
-131	164
-130	164
-129	164
-128	164
-127	164
-126	164
-125	164
-124	164
-123	164
-122	164
-121	164
-120	328
-119	328
-118	328
-117	328
-116	328
-115	328
-114	328
-113	328
-112	328
-111	328
-110	328
-109	328
-108	328
-107	328
-106	328
-105	328
-104	492
-103	492
-102	492
-101	492
-100	492
-99	656
-98	656
-97	820
-96	820
-95	984
-94	1312
-93	1640
-92	1691
-91	1691
-90	1691
-89	1691
-88	1691
-87	1701
-86	1701
-85	1701
-84	1701
-83	1701
-82	1701
-81	1720
-80	1720
-79	1720
-78	1720
-77	1720
-76	1720
-75	1749
-74	1749
-73	1749
-72	1858
-71	1930
-70	1930
-69	1930
-68	1930
-67	1930
-66	1930
-65	1962
-64	1962
-63	1962
-62	1962
-61	2126
-60	2165
-59	2165
-58	2165
-57	2165
-56	2165
-55	2208
-54	2218
-53	2339
-52	2378
-51	2378
-50	2475
-49	2475
-48	2557
-47	2557
-46	2557
-45	2716
-44	2761
-43	2761
-42	2921
-41	2948
-40	2991
-39	3155
-38	3202
-37	3323
-36	3403
-35	3524
-34	3621
-33	3705
-32	3863
-31	4065
-30	4350
-29	4350
-28	4551
-27	4752
-26	4964
-25	5217
-24	5633
-23	5961
-22	6285
-21	6754
-20	7290
-19	7815
-18	8621
-17	9478
-16	10557
-15	11921
-14	13585
-13	16034
-12	19231
-11	24350
-10	33297
-9	52397
-8	74873
-7	75884
-6	76340
-5	76148
-4	75356
-3	71955
-2	60864
-1	50804
0	43137
1	36530
2	31268
3	32388
4	37476
5	43283
6	50933
7	59826
8	70117
9	76090
10	76968
11	77324
12	76949
13	76193
14	55065
15	30060
16	20729
17	15821
18	12803
19	10768
20	9439
21	8178
22	7363
23	6648
24	6099
25	5521
26	5157
27	4772
28	4491
29	4212
30	4179
31	3944
32	3645
33	3574
34	3357
35	3328
36	3066
37	3012
38	2946
39	2764
40	2679
41	2679
42	2551
43	2430
44	2430
45	2339
46	2312
47	2148
48	2105
49	2105
50	2105
51	2043
52	2008
53	1906
54	1854
55	1854
56	1854
57	1850
58	1850
59	1688
60	1638
61	1614
62	1614
63	1614
64	1614
65	1614
66	1614
67	1614
68	1571
69	1571
70	1502
71	1407
72	1353
73	1353
74	1353
75	1353
76	1353
77	1353
78	1351
79	1351
80	1310
81	1310
82	1310
83	1310
84	1310
85	1310
86	1291
87	1291
88	1291
89	1291
90	1291
91	1291
92	1291
93	1291
94	1291
95	984
96	820
97	820
98	656
99	656
100	492
101	492
102	492
103	492
104	492
105	328
106	328
107	328
108	328
109	328
110	328
111	328
112	328
113	328
114	328
115	328
116	328
117	328
118	328
119	328
120	328
121	164
122	164
123	164
124	164
125	164
126	164
127	164
128	164
129	164
130	164
131	164
132	164
133	164
134	164
135	164
136	164
137	164
138	164
139	164
140	164
141	164
142	164
143	164
144	164
145	164
146	164
147	164
148	164
149	164
150	164
151	164
152	164
153	164
154	164
155	164
156	164
157	164
158	164
159	164
160	164
161	164
162	164
163	164
164	164
165	164
166	164
167	164
168	164
169	164
170	164
171	164
172	164
173	164
174	164
175	164
176	164
177	164
178	164
179	164
